Nr,Datum,Zeit,Heim,Var.5,Gast,Tore,Punkte,Var.9,Var.10,season,team,league,place,points_won,points_lost
59,04.12.11,16:00,Poppelsdorfer HV Fr. 2,NA,FC Hennef Fr. 1,12:13,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
58,04.12.11,17:15,HSV Troisdorf Fr. 1,NA,TuS Arloff Fr. 1,0:0,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
57,04.12.11,17:30,HV Erftstadt Fr. 1,NA,HSG Siebengeb./Th. Fr. 2,0:0,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
61,10.12.11,14:15,HSG Geislar-Oberk. Fr. 1,NA,HSG Npl / St. Aug. Fr. 1,24:17,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
65,10.12.11,19:00,FC Hennef Fr. 1,NA,HSV Troisdorf Fr. 1,12:45,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
62,11.12.11,12:45,TSV Bonn rrh. Fr. 2,NA,Siegburger TV Fr. 1,18:11,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
66,11.12.11,14:30,TSV Bonn rrh. Fr. 3,NA,Poppelsdorfer HV Fr. 2,26:15,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
64,11.12.11,16:00,TuS Arloff Fr. 1,NA,HV Erftstadt Fr. 1,11:29,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
72,17.12.11,15:30,TSV Bonn rrh. Fr. 3,NA,HSV Troisdorf Fr. 1,28:34,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
68,17.12.11,16:00,Poppelsdorfer HV Fr. 2,NA,HSG Npl / St. Aug. Fr. 1,14:20,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
71,17.12.11,17:45,FC Hennef Fr. 1,NA,HV Erftstadt Fr. 1,24:24,1:1,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
69,18.12.11,15:00,HSG Siebengeb./Th. Fr. 2,NA,Siegburger TV Fr. 1,17:21,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
67,18.12.11,15:30,TSV Bonn rrh. Fr. 2,NA,HSG Geislar-Oberk. Fr. 1,27:29,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
73,14.01.12,16:00,HSG Geislar-Oberk. Fr. 1,NA,HSG Siebengeb./Th. Fr. 2,15:15,1:1,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
74,15.01.12,15:00,HSG Npl / St. Aug. Fr. 1,NA,TSV Bonn rrh. Fr. 2,19:23,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
75,15.01.12,16:00,Siegburger TV Fr. 1,NA,TuS Arloff Fr. 1,13:10,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
78,15.01.12,17:15,HSV Troisdorf Fr. 1,NA,Poppelsdorfer HV Fr. 2,31:17,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
77,15.01.12,18:00,HV Erftstadt Fr. 1,NA,TSV Bonn rrh. Fr. 3,27:24,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
82,21.01.12,18:00,FC Hennef Fr. 1,NA,Siegburger TV Fr. 1,12:21,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
84,21.01.12,18:15,Poppelsdorfer HV Fr. 2,NA,HV Erftstadt Fr. 1,12:26,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
80,21.01.12,18:30,HSG Siebengeb./Th. Fr. 2,NA,TSV Bonn rrh. Fr. 2,22:21,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
81,22.01.12,15:30,HSV Troisdorf Fr. 1,NA,HSG Npl / St. Aug. Fr. 1,0:0,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
79,22.01.12,16:00,TuS Arloff Fr. 1,NA,HSG Geislar-Oberk. Fr. 1,17:24,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
86,28.01.12,17:30,TSV Bonn rrh. Fr. 2,NA,TuS Arloff Fr. 1,25:13,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
87,29.01.12,15:00,HSG Npl / St. Aug. Fr. 1,NA,HSG Siebengeb./Th. Fr. 2,26:18,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
85,29.01.12,17:15,HSG Geislar-Oberk. Fr. 1,NA,FC Hennef Fr. 1,33:22,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
90,29.01.12,18:00,HV Erftstadt Fr. 1,NA,HSV Troisdorf Fr. 1,19:28,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
88,29.01.12,19:15,Siegburger TV Fr. 1,NA,TSV Bonn rrh. Fr. 3,17:21,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
98,03.02.12,18:00,TSV Bonn rrh. Fr. 2,NA,TSV Bonn rrh. Fr. 3,24:27,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
95,04.02.12,18:00,Poppelsdorfer HV Fr. 2,NA,Siegburger TV Fr. 1,15:14,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
91,05.02.12,10:45,TSV Bonn rrh. Fr. 3,NA,HSG Geislar-Oberk. Fr. 1,29:21,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
93,05.02.12,16:00,TuS Arloff Fr. 1,NA,HSG Siebengeb./Th. Fr. 2,15:25,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
94,05.02.12,17:15,HV Erftstadt Fr. 1,NA,HSG Npl / St. Aug. Fr. 1,27:15,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
92,05.02.12,18:00,TSV Bonn rrh. Fr. 2,NA,FC Hennef Fr. 1,34:19,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
97,11.02.12,16:00,HSG Geislar-Oberk. Fr. 1,NA,Poppelsdorfer HV Fr. 2,26:15,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
101,12.02.12,17:30,Siegburger TV Fr. 1,NA,HSV Troisdorf Fr. 1,16:31,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
99,12.02.12,17:45,HSG Siebengeb./Th. Fr. 2,NA,FC Hennef Fr. 1,19:16,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
106,25.02.12,18:15,FC Hennef Fr. 1,NA,TuS Arloff Fr. 1,20:14,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
105,26.02.12,13:00,TSV Bonn rrh. Fr. 3,NA,HSG Siebengeb./Th. Fr. 2,31:8,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
108,26.02.12,14:00,HV Erftstadt Fr. 1,NA,Siegburger TV Fr. 1,24:15,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
100,26.02.12,15:00,HSG Npl / St. Aug. Fr. 1,NA,TuS Arloff Fr. 1,36:11,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
104,26.02.12,16:00,Poppelsdorfer HV Fr. 2,NA,TSV Bonn rrh. Fr. 2,12:23,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
103,26.02.12,17:15,HSV Troisdorf Fr. 1,NA,HSG Geislar-Oberk. Fr. 1,33:26,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
109,03.03.12,16:30,HSG Geislar-Oberk. Fr. 1,NA,HV Erftstadt Fr. 1,26:24,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
111,03.03.12,18:45,HSG Siebengeb./Th. Fr. 2,NA,Poppelsdorfer HV Fr. 2,9:24,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
110,04.03.12,15:00,TSV Bonn rrh. Fr. 2,NA,HSV Troisdorf Fr. 1,26:28,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
113,04.03.12,15:00,HSG Npl / St. Aug. Fr. 1,NA,FC Hennef Fr. 1,29:24,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
112,04.03.12,16:00,TuS Arloff Fr. 1,NA,TSV Bonn rrh. Fr. 3,15:34,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
120,10.03.12,17:00,Siegburger TV Fr. 1,NA,HSG Npl / St. Aug. Fr. 1,22:18,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
119,11.03.12,13:00,TSV Bonn rrh. Fr. 3,NA,FC Hennef Fr. 1,29:18,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
118,11.03.12,15:00,Poppelsdorfer HV Fr. 2,NA,TuS Arloff Fr. 1,16:21,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
117,11.03.12,17:15,HSV Troisdorf Fr. 1,NA,HSG Siebengeb./Th. Fr. 2,42:17,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
116,11.03.12,18:30,HV Erftstadt Fr. 1,NA,TSV Bonn rrh. Fr. 2,28:25,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
121,17.03.12,17:45,HSG Geislar-Oberk. Fr. 1,NA,Siegburger TV Fr. 1,19:15,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
125,17.03.12,17:45,FC Hennef Fr. 1,NA,Poppelsdorfer HV Fr. 2,14:12,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
123,18.03.12,00:00,HSG Siebengeb./Th. Fr. 2,NA,HV Erftstadt Fr. 1,0:0,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
126,18.03.12,13:00,HSG Npl / St. Aug. Fr. 1,NA,TSV Bonn rrh. Fr. 3,29:23,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
124,18.03.12,16:00,TuS Arloff Fr. 1,NA,HSV Troisdorf Fr. 1,25:34,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
128,24.03.12,15:15,Siegburger TV Fr. 1,NA,TSV Bonn rrh. Fr. 2,10:27,0:2,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
132,24.03.12,16:00,Poppelsdorfer HV Fr. 2,NA,TSV Bonn rrh. Fr. 3,15:15,1:1,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
131,24.03.12,17:30,HSV Troisdorf Fr. 1,NA,FC Hennef Fr. 1,27:18,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
127,25.03.12,15:00,HSG Npl / St. Aug. Fr. 1,NA,HSG Geislar-Oberk. Fr. 1,22:22,1:1,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
130,25.03.12,18:30,HV Erftstadt Fr. 1,NA,TuS Arloff Fr. 1,31:17,2:0,NA,NA,2011/2012,2. Damen,Kreisliga,2,29,11
5,11.09.10,17:45,HSV Bockeroth F1,NA,HSG Geislar-Oberk. F1,26:16,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
4,12.09.10,10:45,Siegburger TV F1,NA,HV Erftstadt F1,15:15,1:1,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
2,12.09.10,15:00,HSG Npl / St. Aug. F1,NA,TSV Bonn rrh. F3,20:13,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
1,12.09.10,16:00,TuS Arloff F1,NA,SSV Weilerswist F1,17:15,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
3,12.09.10,16:00,TuS Dollendorf F1,NA,HSG Siebengeb./Th. F2,12:18,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
6,12.09.10,16:45,TSV Bonn rrh. F2,NA,HSV Troisdorf F1,29:26,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
7,18.09.10,15:15,HSG Siebengeb./Th. F2,NA,TuS Arloff F1,11:14,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
9,18.09.10,19:45,HV Erftstadt F1,NA,TuS Dollendorf F1,15:26,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
8,19.09.10,00:00,SSV Weilerswist F1,NA,HSG Npl / St. Aug. F1,0:1,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
12,19.09.10,13:15,TSV Bonn rrh. F3,NA,TSV Bonn rrh. F2,10:25,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
11,19.09.10,16:30,HSV Troisdorf F1,NA,HSV Bockeroth F1,26:17,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
18,25.09.10,17:45,HSV Bockeroth F1,NA,TSV Bonn rrh. F3,26:20,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
16,26.09.10,13:00,TuS Dollendorf F1,NA,HSG Geislar-Oberk. F1,11:30,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
15,26.09.10,15:00,HSG Npl / St. Aug. F1,NA,TSV Bonn rrh. F2,21:19,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
13,26.09.10,16:00,TuS Arloff F1,NA,HV Erftstadt F1,17:22,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
17,26.09.10,18:15,Siegburger TV F1,NA,HSV Troisdorf F1,8:22,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
24,30.09.10,20:00,HSV Bockeroth F1,NA,TSV Bonn rrh. F2,33:28,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
23,03.10.10,11:15,TSV Bonn rrh. F3,NA,Siegburger TV F1,23:5,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
21,03.10.10,14:00,HSG Siebengeb./Th. F2,NA,HSG Npl / St. Aug. F1,18:18,1:1,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
22,03.10.10,15:30,HSV Troisdorf F1,NA,TuS Dollendorf F1,37:8,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
20,03.10.10,17:00,HV Erftstadt F1,NA,SSV Weilerswist F1,15:14,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
30,31.10.10,10:45,Siegburger TV F1,NA,TSV Bonn rrh. F2,14:21,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
29,31.10.10,13:00,TuS Dollendorf F1,NA,TSV Bonn rrh. F3,21:25,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
28,31.10.10,15:00,HSG Npl / St. Aug. F1,NA,HSV Bockeroth F1,17:18,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
25,31.10.10,16:00,TuS Arloff F1,NA,HSV Troisdorf F1,15:17,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
26,31.10.10,16:30,SSV Weilerswist F1,NA,HSG Geislar-Oberk. F1,12:21,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
27,05.11.10,20:15,HSG Siebengeb./Th. F2,NA,HV Erftstadt F1,17:20,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
33,06.11.10,16:00,HSG Geislar-Oberk. F1,NA,HSG Siebengeb./Th. F2,14:20,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
36,06.11.10,17:45,HSV Bockeroth F1,NA,Siegburger TV F1,21:8,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
35,07.11.10,13:45,TSV Bonn rrh. F2,NA,TuS Dollendorf F1,32:14,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
31,07.11.10,15:30,TSV Bonn rrh. F3,NA,TuS Arloff F1,22:15,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
32,07.11.10,15:30,HSV Troisdorf F1,NA,SSV Weilerswist F1,29:16,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
34,07.11.10,18:30,HV Erftstadt F1,NA,HSG Npl / St. Aug. F1,20:10,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
19,10.11.10,20:00,HSG Geislar-Oberk. F1,NA,TuS Arloff F1,20:20,1:1,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
37,13.11.10,17:00,TuS Arloff F1,NA,TSV Bonn rrh. F2,15:19,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
39,13.11.10,17:30,HSG Siebengeb./Th. F2,NA,HSV Troisdorf F1,18:18,1:1,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
41,14.11.10,15:00,HSG Npl / St. Aug. F1,NA,Siegburger TV F1,18:10,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
38,14.11.10,16:30,SSV Weilerswist F1,NA,TSV Bonn rrh. F3,25:17,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
40,14.11.10,16:30,HV Erftstadt F1,NA,HSG Geislar-Oberk. F1,20:21,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
42,14.11.10,17:00,TuS Dollendorf F1,NA,HSV Bockeroth F1,15:24,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
14,20.11.10,16:30,SSV Weilerswist F1,NA,HSG Siebengeb./Th. F2,12:17,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
58,21.11.10,18:00,TSV Bonn rrh. F2,NA,HV Erftstadt F1,24:21,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
59,21.11.10,19:45,TSV Bonn rrh. F3,NA,HSG Geislar-Oberk. F1,26:15,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
10,24.11.10,20:00,HSG Geislar-Oberk. F1,NA,Siegburger TV F1,11:8,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
43,27.11.10,16:00,HSV Bockeroth F1,NA,TuS Arloff F1,24:14,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
47,27.11.10,16:00,HSG Geislar-Oberk. F1,NA,HSG Npl / St. Aug. F1,21:15,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
45,27.11.10,17:30,TSV Bonn rrh. F3,NA,HSG Siebengeb./Th. F2,14:16,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
48,28.11.10,10:15,Siegburger TV F1,NA,TuS Dollendorf F1,19:8,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
46,28.11.10,15:30,HSV Troisdorf F1,NA,HV Erftstadt F1,35:12,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
44,28.11.10,16:30,SSV Weilerswist F1,NA,TSV Bonn rrh. F2,15:20,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
51,04.12.10,17:15,HSG Siebengeb./Th. F2,NA,TSV Bonn rrh. F2,17:34,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
52,04.12.10,18:15,HV Erftstadt F1,NA,TSV Bonn rrh. F3,25:12,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
53,05.12.10,14:30,HSG Geislar-Oberk. F1,NA,HSV Troisdorf F1,16:28,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
54,05.12.10,15:00,HSG Npl / St. Aug. F1,NA,TuS Dollendorf F1,30:4,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
49,05.12.10,16:00,TuS Arloff F1,NA,Siegburger TV F1,13:13,1:1,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
56,11.12.10,17:30,Siegburger TV F1,NA,SSV Weilerswist F1,9:17,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
57,11.12.10,17:45,HSV Bockeroth F1,NA,HSG Siebengeb./Th. F2,21:19,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
60,12.12.10,15:30,HSV Troisdorf F1,NA,HSG Npl / St. Aug. F1,38:14,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
55,12.12.10,17:00,TuS Dollendorf F1,NA,TuS Arloff F1,14:15,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
66,14.12.10,20:00,HSV Troisdorf F1,NA,TSV Bonn rrh. F3,27:15,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
65,16.12.10,18:45,HSG Geislar-Oberk. F1,NA,TSV Bonn rrh. F2,18:30,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
64,19.12.10,15:45,HV Erftstadt F1,NA,HSV Bockeroth F1,15:27,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
61,19.12.10,16:00,TuS Arloff F1,NA,HSG Npl / St. Aug. F1,14:15,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
62,19.12.10,16:30,SSV Weilerswist F1,NA,TuS Dollendorf F1,14:8,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
63,19.12.10,17:00,HSG Siebengeb./Th. F2,NA,Siegburger TV F1,16:19,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
82,15.01.11,16:00,HSG Geislar-Oberk. F1,NA,TuS Dollendorf F1,0:0,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
84,16.01.11,11:45,TSV Bonn rrh. F3,NA,HSV Bockeroth F1,12:23,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
81,16.01.11,13:30,TSV Bonn rrh. F2,NA,HSG Npl / St. Aug. F1,18:15,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
78,19.01.11,18:15,TSV Bonn rrh. F2,NA,TSV Bonn rrh. F3,31:13,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
71,22.01.11,16:00,HSG Geislar-Oberk. F1,NA,HSV Bockeroth F1,17:25,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
68,22.01.11,19:15,TSV Bonn rrh. F3,NA,HSG Npl / St. Aug. F1,17:17,1:1,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
72,23.01.11,15:30,HSV Troisdorf F1,NA,TSV Bonn rrh. F2,24:25,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
69,23.01.11,16:00,HSG Siebengeb./Th. F2,NA,TuS Dollendorf F1,19:14,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
67,23.01.11,16:30,SSV Weilerswist F1,NA,TuS Arloff F1,18:17,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
70,23.01.11,16:45,HV Erftstadt F1,NA,Siegburger TV F1,18:12,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
77,29.01.11,16:00,HSV Bockeroth F1,NA,HSV Troisdorf F1,28:22,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
74,30.01.11,15:00,HSG Npl / St. Aug. F1,NA,SSV Weilerswist F1,23:15,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
73,30.01.11,16:00,TuS Arloff F1,NA,HSG Siebengeb./Th. F2,16:16,1:1,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
76,30.01.11,18:00,Siegburger TV F1,NA,HSG Geislar-Oberk. F1,15:11,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
50,04.02.11,20:00,SSV Weilerswist F1,NA,HSV Bockeroth F1,13:19,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
79,05.02.11,17:00,HV Erftstadt F1,NA,TuS Arloff F1,19:14,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
80,05.02.11,19:30,HSG Siebengeb./Th. F2,NA,SSV Weilerswist F1,20:17,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
83,06.02.11,15:30,HSV Troisdorf F1,NA,Siegburger TV F1,32:15,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
87,13.02.11,15:00,HSG Npl / St. Aug. F1,NA,HSG Siebengeb./Th. F2,23:15,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
85,13.02.11,16:00,TuS Arloff F1,NA,HSG Geislar-Oberk. F1,21:24,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
90,13.02.11,16:15,TSV Bonn rrh. F2,NA,HSV Bockeroth F1,20:28,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
86,13.02.11,16:30,SSV Weilerswist F1,NA,HV Erftstadt F1,13:14,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
88,13.02.11,17:15,TuS Dollendorf F1,NA,HSV Troisdorf F1,9:26,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
89,13.02.11,18:00,Siegburger TV F1,NA,TSV Bonn rrh. F3,13:10,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
92,19.02.11,16:00,HSG Geislar-Oberk. F1,NA,SSV Weilerswist F1,1:0,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
94,19.02.11,17:45,HSV Bockeroth F1,NA,HSG Npl / St. Aug. F1,17:16,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
93,19.02.11,19:00,HV Erftstadt F1,NA,HSG Siebengeb./Th. F2,13:13,1:1,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
91,20.02.11,15:30,HSV Troisdorf F1,NA,TuS Arloff F1,29:19,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
95,20.02.11,19:00,TSV Bonn rrh. F3,NA,TuS Dollendorf F1,22:16,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
75,22.02.11,19:00,TuS Dollendorf F1,NA,HV Erftstadt F1,11:19,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
102,26.02.11,20:00,Siegburger TV F1,NA,HSV Bockeroth F1,6:19,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
99,27.02.11,14:15,HSG Siebengeb./Th. F2,NA,HSG Geislar-Oberk. F1,17:44,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
100,27.02.11,15:00,HSG Npl / St. Aug. F1,NA,HV Erftstadt F1,17:23,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
97,27.02.11,16:00,TuS Arloff F1,NA,TSV Bonn rrh. F3,19:19,1:1,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
101,27.02.11,16:15,TuS Dollendorf F1,NA,TSV Bonn rrh. F2,21:21,1:1,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
98,27.02.11,16:30,SSV Weilerswist F1,NA,HSV Troisdorf F1,11:23,0:2,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
96,01.03.11,19:30,TSV Bonn rrh. F2,NA,Siegburger TV F1,23:9,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
106,12.03.11,16:00,HSG Geislar-Oberk. F1,NA,HV Erftstadt F1,23:11,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
108,12.03.11,17:45,HSV Bockeroth F1,NA,TuS Dollendorf F1,0:0,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
104,13.03.11,11:00,TSV Bonn rrh. F3,NA,SSV Weilerswist F1,16:12,2:0,NA,NA,2010/2011,2. Damen,Kreisliga,8,16,28
