Nr,Datum,Zeit,Heim,Var.5,Gast,Tore,Punkte,Var.9,Var.10,season,team,league,place,points_won,points_lost
121,03.04.16,17:00,TV Oberbantenberg,NA,TV Strombach,23:25,0:2,NA,NA,2015/2016,1. Damen,Oberliga,1,31,13
128,09.04.16,18:00,TV Strombach,NA,Dünnwalder TV,31:22,2:0,NA,NA,2015/2016,1. Damen,Oberliga,1,31,13
131,09.04.16,18:00,TV Roetgen,NA,TSV Bonn rrh.,21:22,0:2,NA,NA,2015/2016,1. Damen,Oberliga,1,31,13
127,09.04.16,18:00,SC Fortuna Köln,NA,TV Oberbantenberg,29:21,2:0,NA,NA,2015/2016,1. Damen,Oberliga,1,31,13
132,09.04.16,18:00,ASV SR Aachen,NA,SG Ollheim-Straßfeld,33:24,2:0,NA,NA,2015/2016,1. Damen,Oberliga,1,31,13
130,09.04.16,18:00,SSV Nümbrecht,NA,HSV Frechen,27:22,2:0,NA,NA,2015/2016,1. Damen,Oberliga,1,31,13
129,09.04.16,18:00,TuS Königsdorf,NA,Pulheimer SC,19:23,0:2,NA,NA,2015/2016,1. Damen,Oberliga,1,31,13
5,13.09.14,19:30,TuS Königsdorf,NA,TSV Bonn rrh.,24:15,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
2,14.09.14,16:00,SG Ollheim-Straßfeld,NA,HSV Frechen,22:33,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
6,14.09.14,16:00,HSG Siebengeb.-Thom.,NA,CVJM Oberwiehl,28:30,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
1,14.09.14,17:00,TV Strombach,NA,Weidener TV,37:26,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
3,14.09.14,17:00,TV Oberbantenberg,NA,Pulheimer SC,30:32,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
4,14.09.14,18:15,ASV SR Aachen,NA,Dünnwalder TV,32:32,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
9,19.09.14,20:15,Dünnwalder TV,NA,TV Oberbantenberg,36:19,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
7,20.09.14,17:30,Pulheimer SC,NA,TV Strombach,24:25,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
10,20.09.14,17:30,TSV Bonn rrh.,NA,ASV SR Aachen,24:23,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
11,20.09.14,18:00,CVJM Oberwiehl,NA,TuS Königsdorf,24:31,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
12,20.09.14,20:00,HSV Frechen,NA,HSG Siebengeb.-Thom.,32:26,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
8,21.09.14,18:00,Weidener TV,NA,SG Ollheim-Straßfeld,23:30,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
15,28.09.14,16:00,SG Ollheim-Straßfeld,NA,HSG Siebengeb.-Thom.,26:26,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
18,28.09.14,16:30,TuS Königsdorf,NA,HSV Frechen,22:23,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
13,28.09.14,17:00,TV Strombach,NA,Dünnwalder TV,31:24,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
16,28.09.14,17:00,TV Oberbantenberg,NA,TSV Bonn rrh.,26:18,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
14,28.09.14,18:00,Weidener TV,NA,Pulheimer SC,28:26,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
17,28.09.14,18:00,ASV SR Aachen,NA,CVJM Oberwiehl,25:19,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
20,25.10.14,17:30,Dünnwalder TV,NA,Weidener TV,34:23,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
21,25.10.14,17:30,Pulheimer SC,NA,SG Ollheim-Straßfeld,36:24,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
23,25.10.14,18:30,HSV Frechen,NA,ASV SR Aachen,25:28,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
19,26.10.14,15:30,TSV Bonn rrh.,NA,TV Strombach,31:23,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
24,26.10.14,16:00,HSG Siebengeb.-Thom.,NA,TuS Königsdorf,25:25,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
22,26.10.14,17:00,CVJM Oberwiehl,NA,TV Oberbantenberg,33:31,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
27,01.11.14,17:30,Pulheimer SC,NA,Dünnwalder TV,28:25,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
28,02.11.14,16:00,SG Ollheim-Straßfeld,NA,TuS Königsdorf,20:28,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
25,02.11.14,17:00,TV Strombach,NA,CVJM Oberwiehl,35:35,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
29,02.11.14,17:00,TV Oberbantenberg,NA,HSV Frechen,19:35,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
30,02.11.14,18:00,ASV SR Aachen,NA,HSG Siebengeb.-Thom.,24:19,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
33,08.11.14,17:30,TSV Bonn rrh.,NA,Pulheimer SC,23:25,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
34,08.11.14,17:30,Dünnwalder TV,NA,SG Ollheim-Straßfeld,27:29,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
36,08.11.14,18:00,TuS Königsdorf,NA,ASV SR Aachen,31:26,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
31,08.11.14,19:00,TV Strombach,NA,HSV Frechen,29:29,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
32,09.11.14,17:00,CVJM Oberwiehl,NA,Weidener TV,34:34,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
35,09.11.14,17:00,HSG Siebengeb.-Thom.,NA,TV Oberbantenberg,35:30,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
39,15.11.14,17:30,Pulheimer SC,NA,CVJM Oberwiehl,39:26,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
41,16.11.14,16:00,SG Ollheim-Straßfeld,NA,ASV SR Aachen,24:37,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
37,16.11.14,17:00,TV Strombach,NA,HSG Siebengeb.-Thom.,31:25,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
42,16.11.14,17:00,TV Oberbantenberg,NA,TuS Königsdorf,27:20,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
38,16.11.14,18:00,Weidener TV,NA,HSV Frechen,22:40,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
40,17.11.14,20:30,Dünnwalder TV,NA,TSV Bonn rrh.,27:18,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
47,29.11.14,19:30,TSV Bonn rrh.,NA,SG Ollheim-Straßfeld,27:19,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
48,29.11.14,19:45,ASV SR Aachen,NA,TV Oberbantenberg,31:28,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
43,30.11.14,16:00,TuS Königsdorf,NA,TV Strombach,32:25,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
44,30.11.14,16:00,HSG Siebengeb.-Thom.,NA,Weidener TV,26:30,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
46,30.11.14,17:00,CVJM Oberwiehl,NA,Dünnwalder TV,27:28,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
45,30.11.14,18:00,HSV Frechen,NA,Pulheimer SC,29:27,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
51,06.12.14,17:30,Pulheimer SC,NA,HSG Siebengeb.-Thom.,31:26,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
52,06.12.14,17:30,Dünnwalder TV,NA,HSV Frechen,16:28,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
53,06.12.14,17:30,TSV Bonn rrh.,NA,CVJM Oberwiehl,22:26,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
49,06.12.14,19:30,TV Strombach,NA,ASV SR Aachen,36:28,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
54,07.12.14,16:00,SG Ollheim-Straßfeld,NA,TV Oberbantenberg,23:23,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
50,07.12.14,18:00,Weidener TV,NA,TuS Königsdorf,23:33,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
59,13.12.14,17:00,HSV Frechen,NA,TSV Bonn rrh.,18:21,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
57,13.12.14,19:30,TuS Königsdorf,NA,Pulheimer SC,23:27,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
60,13.12.14,19:30,CVJM Oberwiehl,NA,SG Ollheim-Straßfeld,28:40,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
56,13.12.14,20:00,ASV SR Aachen,NA,Weidener TV,30:25,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
58,14.12.14,16:00,HSG Siebengeb.-Thom.,NA,Dünnwalder TV,26:26,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
55,14.12.14,17:00,TV Oberbantenberg,NA,TV Strombach,27:28,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
26,16.12.14,20:00,Weidener TV,NA,TSV Bonn rrh.,23:40,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
63,10.01.15,17:30,Pulheimer SC,NA,ASV SR Aachen,30:32,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
64,10.01.15,17:30,Dünnwalder TV,NA,TuS Königsdorf,21:34,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
61,10.01.15,19:30,TV Strombach,NA,SG Ollheim-Straßfeld,32:23,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
65,10.01.15,19:30,TSV Bonn rrh.,NA,HSG Siebengeb.-Thom.,28:15,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
66,11.01.15,17:00,CVJM Oberwiehl,NA,HSV Frechen,29:33,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
62,11.01.15,18:00,Weidener TV,NA,TV Oberbantenberg,29:30,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
69,17.01.15,17:30,Pulheimer SC,NA,TV Oberbantenberg,32:32,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
70,17.01.15,17:30,Dünnwalder TV,NA,ASV SR Aachen,32:29,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
72,17.01.15,18:00,CVJM Oberwiehl,NA,HSG Siebengeb.-Thom.,26:32,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
68,17.01.15,19:15,HSV Frechen,NA,SG Ollheim-Straßfeld,37:25,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
71,18.01.15,16:30,TSV Bonn rrh.,NA,TuS Königsdorf,23:23,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
67,18.01.15,18:00,Weidener TV,NA,TV Strombach,31:40,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
74,25.01.15,16:00,SG Ollheim-Straßfeld,NA,Weidener TV,26:26,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
78,25.01.15,16:00,HSG Siebengeb.-Thom.,NA,HSV Frechen,23:28,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
73,25.01.15,17:00,TV Strombach,NA,Pulheimer SC,35:31,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
75,25.01.15,17:00,TV Oberbantenberg,NA,Dünnwalder TV,30:27,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
76,25.01.15,18:00,ASV SR Aachen,NA,TSV Bonn rrh.,24:27,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
79,31.01.15,17:30,Dünnwalder TV,NA,TV Strombach,27:28,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
80,31.01.15,17:30,Pulheimer SC,NA,Weidener TV,40:20,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
83,31.01.15,18:00,CVJM Oberwiehl,NA,ASV SR Aachen,21:38,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
81,31.01.15,19:00,HSG Siebengeb.-Thom.,NA,SG Ollheim-Straßfeld,25:21,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
84,31.01.15,19:15,HSV Frechen,NA,TuS Königsdorf,30:26,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
82,01.02.15,15:30,TSV Bonn rrh.,NA,TV Oberbantenberg,34:27,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
77,04.02.15,19:15,TuS Königsdorf,NA,CVJM Oberwiehl,31:31,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
90,07.02.15,19:30,TuS Königsdorf,NA,HSG Siebengeb.-Thom.,30:20,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
87,08.02.15,16:00,SG Ollheim-Straßfeld,NA,Pulheimer SC,25:23,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
85,08.02.15,17:00,TV Strombach,NA,TSV Bonn rrh.,20:22,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
88,08.02.15,17:00,TV Oberbantenberg,NA,CVJM Oberwiehl,22:22,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
86,08.02.15,18:00,Weidener TV,NA,Dünnwalder TV,26:23,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
89,08.02.15,18:15,ASV SR Aachen,NA,HSV Frechen,26:29,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
92,21.02.15,19:30,TSV Bonn rrh.,NA,Weidener TV,27:18,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
94,21.02.15,19:30,TuS Königsdorf,NA,SG Ollheim-Straßfeld,39:30,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
95,21.02.15,20:00,HSV Frechen,NA,TV Oberbantenberg,33:32,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
96,22.02.15,16:00,HSG Siebengeb.-Thom.,NA,ASV SR Aachen,30:30,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
102,28.02.15,19:30,ASV SR Aachen,NA,TuS Königsdorf,34:30,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
100,01.03.15,16:00,SG Ollheim-Straßfeld,NA,Dünnwalder TV,21:22,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
97,01.03.15,17:00,HSV Frechen,NA,TV Strombach,28:25,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
101,01.03.15,17:00,TV Oberbantenberg,NA,HSG Siebengeb.-Thom.,23:35,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
98,01.03.15,18:00,Weidener TV,NA,CVJM Oberwiehl,33:32,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
99,03.03.15,19:30,Pulheimer SC,NA,TSV Bonn rrh.,29:27,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
91,04.03.15,20:30,CVJM Oberwiehl,NA,TV Strombach,34:30,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
108,07.03.15,19:30,TuS Königsdorf,NA,TV Oberbantenberg,29:25,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
104,07.03.15,20:00,HSV Frechen,NA,Weidener TV,30:18,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
103,08.03.15,16:00,HSG Siebengeb.-Thom.,NA,TV Strombach,28:25,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
105,08.03.15,17:00,CVJM Oberwiehl,NA,Pulheimer SC,31:39,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
107,08.03.15,18:15,ASV SR Aachen,NA,SG Ollheim-Straßfeld,31:27,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
93,09.03.15,20:30,Dünnwalder TV,NA,Pulheimer SC,32:31,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
111,14.03.15,17:30,Pulheimer SC,NA,HSV Frechen,27:33,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
112,14.03.15,17:30,Dünnwalder TV,NA,CVJM Oberwiehl,34:26,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
113,15.03.15,16:00,SG Ollheim-Straßfeld,NA,TSV Bonn rrh.,29:25,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
109,15.03.15,17:00,TV Strombach,NA,TuS Königsdorf,29:29,1:1,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
114,15.03.15,17:00,TV Oberbantenberg,NA,ASV SR Aachen,30:19,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
110,15.03.15,18:00,Weidener TV,NA,HSG Siebengeb.-Thom.,28:22,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
106,20.03.15,19:15,TSV Bonn rrh.,NA,Dünnwalder TV,21:18,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
116,21.03.15,19:30,TuS Königsdorf,NA,Weidener TV,31:28,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
115,22.03.15,13:30,ASV SR Aachen,NA,TV Strombach,24:30,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
117,22.03.15,16:00,HSG Siebengeb.-Thom.,NA,Pulheimer SC,28:31,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
119,22.03.15,17:00,CVJM Oberwiehl,NA,TSV Bonn rrh.,30:28,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
120,22.03.15,17:00,TV Oberbantenberg,NA,SG Ollheim-Straßfeld,19:20,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
118,22.03.15,18:00,HSV Frechen,NA,Dünnwalder TV,28:29,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
123,11.04.15,17:30,Pulheimer SC,NA,TuS Königsdorf,25:29,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
124,11.04.15,17:30,Dünnwalder TV,NA,HSG Siebengeb.-Thom.,28:24,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
125,11.04.15,19:30,TSV Bonn rrh.,NA,HSV Frechen,22:23,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
126,12.04.15,16:00,SG Ollheim-Straßfeld,NA,CVJM Oberwiehl,38:24,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
121,12.04.15,17:00,TV Strombach,NA,TV Oberbantenberg,31:34,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
122,12.04.15,18:00,Weidener TV,NA,ASV SR Aachen,31:28,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
127,18.04.15,18:00,SG Ollheim-Straßfeld,NA,TV Strombach,36:40,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
128,18.04.15,18:00,TV Oberbantenberg,NA,Weidener TV,32:28,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
129,18.04.15,18:00,ASV SR Aachen,NA,Pulheimer SC,25:33,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
130,18.04.15,18:00,TuS Königsdorf,NA,Dünnwalder TV,24:27,0:2,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
131,18.04.15,18:00,HSG Siebengeb.-Thom.,NA,TSV Bonn rrh.,20:17,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
132,18.04.15,18:00,HSV Frechen,NA,CVJM Oberwiehl,37:25,2:0,NA,NA,2014/2015,1. Damen,Oberliga,6,32,21
5,13.09.14,19:30,TuS Königsdorf,NA,TSV Bonn rrh.,24:15,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
2,14.09.14,16:00,SG Ollheim-Straßfeld,NA,HSV Frechen,22:33,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
6,14.09.14,16:00,HSG Siebengeb.-Thom.,NA,CVJM Oberwiehl,28:30,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
1,14.09.14,17:00,TV Strombach,NA,Weidener TV,37:26,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
3,14.09.14,17:00,TV Oberbantenberg,NA,Pulheimer SC,30:32,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
4,14.09.14,18:15,ASV SR Aachen,NA,Dünnwalder TV,32:32,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
9,19.09.14,20:15,Dünnwalder TV,NA,TV Oberbantenberg,36:19,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
7,20.09.14,17:30,Pulheimer SC,NA,TV Strombach,24:25,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
10,20.09.14,17:30,TSV Bonn rrh.,NA,ASV SR Aachen,24:23,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
11,20.09.14,18:00,CVJM Oberwiehl,NA,TuS Königsdorf,24:31,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
12,20.09.14,20:00,HSV Frechen,NA,HSG Siebengeb.-Thom.,32:26,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
8,21.09.14,18:00,Weidener TV,NA,SG Ollheim-Straßfeld,23:30,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
15,28.09.14,16:00,SG Ollheim-Straßfeld,NA,HSG Siebengeb.-Thom.,26:26,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
18,28.09.14,16:30,TuS Königsdorf,NA,HSV Frechen,22:23,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
13,28.09.14,17:00,TV Strombach,NA,Dünnwalder TV,31:24,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
16,28.09.14,17:00,TV Oberbantenberg,NA,TSV Bonn rrh.,26:18,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
14,28.09.14,18:00,Weidener TV,NA,Pulheimer SC,28:26,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
17,28.09.14,18:00,ASV SR Aachen,NA,CVJM Oberwiehl,25:19,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
20,25.10.14,17:30,Dünnwalder TV,NA,Weidener TV,34:23,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
21,25.10.14,17:30,Pulheimer SC,NA,SG Ollheim-Straßfeld,36:24,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
23,25.10.14,18:30,HSV Frechen,NA,ASV SR Aachen,25:28,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
19,26.10.14,15:30,TSV Bonn rrh.,NA,TV Strombach,31:23,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
24,26.10.14,16:00,HSG Siebengeb.-Thom.,NA,TuS Königsdorf,25:25,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
22,26.10.14,17:00,CVJM Oberwiehl,NA,TV Oberbantenberg,33:31,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
27,01.11.14,17:30,Pulheimer SC,NA,Dünnwalder TV,28:25,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
28,02.11.14,16:00,SG Ollheim-Straßfeld,NA,TuS Königsdorf,20:28,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
25,02.11.14,17:00,TV Strombach,NA,CVJM Oberwiehl,35:35,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
29,02.11.14,17:00,TV Oberbantenberg,NA,HSV Frechen,19:35,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
30,02.11.14,18:00,ASV SR Aachen,NA,HSG Siebengeb.-Thom.,24:19,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
33,08.11.14,17:30,TSV Bonn rrh.,NA,Pulheimer SC,23:25,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
34,08.11.14,17:30,Dünnwalder TV,NA,SG Ollheim-Straßfeld,27:29,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
36,08.11.14,18:00,TuS Königsdorf,NA,ASV SR Aachen,31:26,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
31,08.11.14,19:00,TV Strombach,NA,HSV Frechen,29:29,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
32,09.11.14,17:00,CVJM Oberwiehl,NA,Weidener TV,34:34,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
35,09.11.14,17:00,HSG Siebengeb.-Thom.,NA,TV Oberbantenberg,35:30,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
39,15.11.14,17:30,Pulheimer SC,NA,CVJM Oberwiehl,39:26,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
41,16.11.14,16:00,SG Ollheim-Straßfeld,NA,ASV SR Aachen,24:37,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
37,16.11.14,17:00,TV Strombach,NA,HSG Siebengeb.-Thom.,31:25,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
42,16.11.14,17:00,TV Oberbantenberg,NA,TuS Königsdorf,27:20,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
38,16.11.14,18:00,Weidener TV,NA,HSV Frechen,22:40,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
40,17.11.14,20:30,Dünnwalder TV,NA,TSV Bonn rrh.,27:18,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
47,29.11.14,19:30,TSV Bonn rrh.,NA,SG Ollheim-Straßfeld,27:19,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
48,29.11.14,19:45,ASV SR Aachen,NA,TV Oberbantenberg,31:28,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
43,30.11.14,16:00,TuS Königsdorf,NA,TV Strombach,32:25,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
44,30.11.14,16:00,HSG Siebengeb.-Thom.,NA,Weidener TV,26:30,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
46,30.11.14,17:00,CVJM Oberwiehl,NA,Dünnwalder TV,27:28,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
45,30.11.14,18:00,HSV Frechen,NA,Pulheimer SC,29:27,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
51,06.12.14,17:30,Pulheimer SC,NA,HSG Siebengeb.-Thom.,31:26,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
52,06.12.14,17:30,Dünnwalder TV,NA,HSV Frechen,16:28,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
